Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology IDs	Gene Ontology (GO)
P73906	unreviewed	P73906_SYNY3	Prephenate dehydrogenase	tyrA	Synechocystis sp. (strain PCC 6803 / Kazusa)	279	GO:0004665; GO:0006571; GO:0008977; GO:0042802; GO:0070403	identical protein binding [GO:0042802]; NAD+ binding [GO:0070403]; prephenate dehydrogenase (NAD+) activity [GO:0008977]; prephenate dehydrogenase (NADP+) activity [GO:0004665]; tyrosine biosynthetic process [GO:0006571]
P73907	unreviewed	P73907_SYNY3	Cytochrome c oxidase subunit I	ctaD	Synechocystis sp. (strain PCC 6803 / Kazusa)	544	GO:0004129; GO:0009060; GO:0015990; GO:0020037; GO:0022904; GO:0070469	respirasome [GO:0070469]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; aerobic respiration [GO:0009060]; electron transport coupled proton transport [GO:0015990]; respiratory electron transport chain [GO:0022904]
P73926	unreviewed	P73926_SYNY3	histidine kinase (EC 2.7.13.3)	slr2098	Synechocystis sp. (strain PCC 6803 / Kazusa)	1261	GO:0000155; GO:0005886	plasma membrane [GO:0005886]; phosphorelay sensor kinase activity [GO:0000155]
P73932	unreviewed	P73932_SYNY3	histidine kinase (EC 2.7.13.3)	slr2104	Synechocystis sp. (strain PCC 6803 / Kazusa)	950	GO:0000155; GO:0005524; GO:0005737; GO:0005886; GO:1902531	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; regulation of intracellular signal transduction [GO:1902531]
P73946	unreviewed	P73946_SYNY3	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	slr1506	Synechocystis sp. (strain PCC 6803 / Kazusa)	622	GO:0003847; GO:0050525	1-alkyl-2-acetylglycerophosphocholine esterase activity [GO:0003847]; cutinase activity [GO:0050525]
P73965	unreviewed	P73965_SYNY3	GTPase HflX (GTP-binding protein HflX)	hflX	Synechocystis sp. (strain PCC 6803 / Kazusa)	534	GO:0003924; GO:0005525; GO:0005737; GO:0043022; GO:0046872	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; ribosome binding [GO:0043022]
P74004	unreviewed	P74004_SYNY3	histidine kinase (EC 2.7.13.3)	slr1324	Synechocystis sp. (strain PCC 6803 / Kazusa)	420	GO:0000155	phosphorelay sensor kinase activity [GO:0000155]
P74015	unreviewed	P74015_SYNY3	histidine kinase (EC 2.7.13.3)	sll1228	Synechocystis sp. (strain PCC 6803 / Kazusa)	633	GO:0000155; GO:0005524; GO:0005737; GO:1902531	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; regulation of intracellular signal transduction [GO:1902531]
P74036	unreviewed	P74036_SYNY3	UDP-glucuronate decarboxylase (EC 4.1.1.35)	rfbB	Synechocystis sp. (strain PCC 6803 / Kazusa)	328	GO:0033320; GO:0042732; GO:0048040; GO:0070403	NAD+ binding [GO:0070403]; UDP-glucuronate decarboxylase activity [GO:0048040]; D-xylose metabolic process [GO:0042732]; UDP-D-xylose biosynthetic process [GO:0033320]
P74044	unreviewed	P74044_SYNY3	Cytochrome c oxidase subunit 2 (EC 7.1.1.9)	ctaC	Synechocystis sp. (strain PCC 6803 / Kazusa)	300	GO:0004129; GO:0005507; GO:0005886; GO:0042773; GO:0070469	plasma membrane [GO:0005886]; respirasome [GO:0070469]; copper ion binding [GO:0005507]; cytochrome-c oxidase activity [GO:0004129]; ATP synthesis coupled electron transport [GO:0042773]
P74053	unreviewed	P74053_SYNY3	isochorismate synthase (EC 5.4.4.2)	entC	Synechocystis sp. (strain PCC 6803 / Kazusa)	474	GO:0008909; GO:0044249	isochorismate synthase activity [GO:0008909]; cellular biosynthetic process [GO:0044249]
P74100	unreviewed	P74100_SYNY3	Extracytoplasmic solute receptor protein (TRAP transporter)	slr1962	Synechocystis sp. (strain PCC 6803 / Kazusa)	370	GO:0015849; GO:0031317; GO:0042597; GO:0043177; GO:0046872; GO:0055085	periplasmic space [GO:0042597]; tripartite ATP-independent periplasmic transporter complex [GO:0031317]; metal ion binding [GO:0046872]; organic acid binding [GO:0043177]; organic acid transport [GO:0015849]; transmembrane transport [GO:0055085]
P74105	unreviewed	P74105_SYNY3	Lysozyme (EC 3.2.1.17)	slr1966	Synechocystis sp. (strain PCC 6803 / Kazusa)	243	GO:0003796; GO:0009253; GO:0016998; GO:0031640; GO:0042742	lysozyme activity [GO:0003796]; cell wall macromolecule catabolic process [GO:0016998]; defense response to bacterium [GO:0042742]; killing of cells of another organism [GO:0031640]; peptidoglycan catabolic process [GO:0009253]
P74137	unreviewed	P74137_SYNY3	histidine kinase (EC 2.7.13.3)	sll1871	Synechocystis sp. (strain PCC 6803 / Kazusa)	674	GO:0000155; GO:0016020	membrane [GO:0016020]; phosphorelay sensor kinase activity [GO:0000155]
P74176	unreviewed	P74176_SYNY3	HlyB family	hlyB	Synechocystis sp. (strain PCC 6803 / Kazusa)	1011	GO:0005524; GO:0006508; GO:0008233; GO:0016020; GO:0016887; GO:0030253; GO:0030256; GO:0140359	membrane [GO:0016020]; type I protein secretion system complex [GO:0030256]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233]; protein secretion by the type I secretion system [GO:0030253]; proteolysis [GO:0006508]
P74182	unreviewed	P74182_SYNY3	Slr1270 protein	slr1270	Synechocystis sp. (strain PCC 6803 / Kazusa)	526	GO:0015288; GO:0015562; GO:0030288; GO:0042802; GO:1990281	efflux pump complex [GO:1990281]; outer membrane-bounded periplasmic space [GO:0030288]; efflux transmembrane transporter activity [GO:0015562]; identical protein binding [GO:0042802]; porin activity [GO:0015288]
P74216	unreviewed	P74216_SYNY3	peptidoglycan glycosyltransferase (EC 2.4.1.129)	mrcA	Synechocystis sp. (strain PCC 6803 / Kazusa)	650	GO:0004180; GO:0006508; GO:0008658; GO:0008955; GO:0009252; GO:0046677	carboxypeptidase activity [GO:0004180]; penicillin binding [GO:0008658]; peptidoglycan glycosyltransferase activity [GO:0008955]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; response to antibiotic [GO:0046677]
P74249	unreviewed	P74249_SYNY3	GDT1 family protein	slr1170	Synechocystis sp. (strain PCC 6803 / Kazusa)	117	GO:0016020; GO:0046873	membrane [GO:0016020]; metal ion transmembrane transporter activity [GO:0046873]
P74265	unreviewed	P74265_SYNY3	Lipid-A-disaccharide synthase (EC 2.4.1.182)	slr1677	Synechocystis sp. (strain PCC 6803 / Kazusa)	408	GO:0005543; GO:0008915; GO:0009245	lipid-A-disaccharide synthase activity [GO:0008915]; phospholipid binding [GO:0005543]; lipid A biosynthetic process [GO:0009245]
P74281	unreviewed	P74281_SYNY3	Soluble hydrogenase 42 kD subunit	sll1559	Synechocystis sp. (strain PCC 6803 / Kazusa)	384	GO:0004760; GO:0005777; GO:0008453; GO:0019265	peroxisome [GO:0005777]; alanine-glyoxylate transaminase activity [GO:0008453]; serine-pyruvate transaminase activity [GO:0004760]; glycine biosynthetic process, by transamination of glyoxylate [GO:0019265]
P74318	unreviewed	P74318_SYNY3	High-affinity branched-chain amino acid transport permease protein	livH	Synechocystis sp. (strain PCC 6803 / Kazusa)	286	GO:0005304; GO:0005886; GO:0015188; GO:0015190; GO:0015192; GO:0015808; GO:0015823; GO:0042941; GO:0098713; GO:1903785; GO:1903806	plasma membrane [GO:0005886]; L-isoleucine transmembrane transporter activity [GO:0015188]; L-leucine transmembrane transporter activity [GO:0015190]; L-phenylalanine transmembrane transporter activity [GO:0015192]; L-valine transmembrane transporter activity [GO:0005304]; D-alanine transport [GO:0042941]; L-alanine transport [GO:0015808]; L-isoleucine import across plasma membrane [GO:1903806]; L-valine transmembrane transport [GO:1903785]; leucine import across plasma membrane [GO:0098713]; phenylalanine transport [GO:0015823]
P74325	unreviewed	P74325_SYNY3	sucrose-phosphate phosphatase (EC 3.1.3.24)	slr0953	Synechocystis sp. (strain PCC 6803 / Kazusa)	244	GO:0000287; GO:0005986; GO:0050307	magnesium ion binding [GO:0000287]; sucrose-phosphate phosphatase activity [GO:0050307]; sucrose biosynthetic process [GO:0005986]
P74336	unreviewed	P74336_SYNY3	Dolichyl-phosphate-mannose synthase	dpm1	Synechocystis sp. (strain PCC 6803 / Kazusa)	390	GO:0000271; GO:0004582; GO:0006488; GO:0006506; GO:0016020; GO:0035269	membrane [GO:0016020]; dolichyl-phosphate beta-D-mannosyltransferase activity [GO:0004582]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; GPI anchor biosynthetic process [GO:0006506]; polysaccharide biosynthetic process [GO:0000271]; protein O-linked mannosylation [GO:0035269]
P74451	unreviewed	P74451_SYNY3	non-specific serine/threonine protein kinase (EC 2.7.11.1)	slr0152	Synechocystis sp. (strain PCC 6803 / Kazusa)	631	GO:0004674; GO:0005524; GO:0018105	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; peptidyl-serine phosphorylation [GO:0018105]
P74490	unreviewed	P74490_SYNY3	Pyruvate dehydrogenase E1 component subunit alpha (EC 1.2.4.1)	pdhA slr1934	Synechocystis sp. (strain PCC 6803 / Kazusa)	342	GO:0004739; GO:0006086; GO:0009083; GO:0043231	intracellular membrane-bounded organelle [GO:0043231]; pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739]; acetyl-CoA biosynthetic process from pyruvate [GO:0006086]; branched-chain amino acid catabolic process [GO:0009083]
P74498	unreviewed	P74498_SYNY3	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	sll1848	Synechocystis sp. (strain PCC 6803 / Kazusa)	225	GO:0003841; GO:0008654; GO:0016020; GO:0042171	membrane [GO:0016020]; 1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; lysophosphatidic acid acyltransferase activity [GO:0042171]; phospholipid biosynthetic process [GO:0008654]
P74508	unreviewed	P74508_SYNY3	Protein-export membrane protein SecG	ycf47	Synechocystis sp. (strain PCC 6803 / Kazusa)	77	GO:0005886; GO:0009306; GO:0015450	plasma membrane [GO:0005886]; protein-transporting ATPase activity [GO:0015450]; protein secretion [GO:0009306]
P74510	unreviewed	P74510_SYNY3	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-)	odhB	Synechocystis sp. (strain PCC 6803 / Kazusa)	433	GO:0004742; GO:0006086; GO:0045254	pyruvate dehydrogenase complex [GO:0045254]; dihydrolipoyllysine-residue acetyltransferase activity [GO:0004742]; acetyl-CoA biosynthetic process from pyruvate [GO:0006086]
P74512	unreviewed	P74512_SYNY3	Cation-transporting ATPase E1-E2 ATPase	slr1950	Synechocystis sp. (strain PCC 6803 / Kazusa)	780	GO:0005507; GO:0005524; GO:0005886; GO:0015677; GO:0016020; GO:0016887; GO:0043682; GO:0055070	membrane [GO:0016020]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; copper ion binding [GO:0005507]; P-type divalent copper transporter activity [GO:0043682]; copper ion homeostasis [GO:0055070]; copper ion import [GO:0015677]
P74527	unreviewed	P74527_SYNY3	Aminopeptidase N (EC 3.4.11.2)	ape2	Synechocystis sp. (strain PCC 6803 / Kazusa)	869	GO:0005737; GO:0006508; GO:0008270; GO:0030089; GO:0042277; GO:0043171; GO:0070006	cytoplasm [GO:0005737]; phycobilisome [GO:0030089]; metalloaminopeptidase activity [GO:0070006]; peptide binding [GO:0042277]; zinc ion binding [GO:0008270]; peptide catabolic process [GO:0043171]; proteolysis [GO:0006508]
P74571	unreviewed	P74571_SYNY3	oligopeptidase A (EC 3.4.24.70)	prlC	Synechocystis sp. (strain PCC 6803 / Kazusa)	713	GO:0004222; GO:0006508; GO:0006518; GO:0046872	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; peptide metabolic process [GO:0006518]; proteolysis [GO:0006508]
P74573	unreviewed	P74573_SYNY3	beta-fructofuranosidase (EC 3.2.1.26)	lim17	Synechocystis sp. (strain PCC 6803 / Kazusa)	489	GO:0005975; GO:0033926	glycopeptide alpha-N-acetylgalactosaminidase activity [GO:0033926]; carbohydrate metabolic process [GO:0005975]
P74637	unreviewed	P74637_SYNY3	site-specific DNA-methyltransferase (adenine-specific) (EC 2.1.1.72)	sll0729	Synechocystis sp. (strain PCC 6803 / Kazusa)	285	GO:0006298; GO:0009007; GO:0043565; GO:1904047	S-adenosyl-L-methionine binding [GO:1904047]; sequence-specific DNA binding [GO:0043565]; site-specific DNA-methyltransferase (adenine-specific) activity [GO:0009007]; mismatch repair [GO:0006298]
P74652	unreviewed	P74652_SYNY3	Haemolysin secretion ATP-binding protein	hlyB	Synechocystis sp. (strain PCC 6803 / Kazusa)	733	GO:0005524; GO:0006508; GO:0008233; GO:0016020; GO:0016887; GO:0034040; GO:0055085; GO:0140359	membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled lipid transmembrane transporter activity [GO:0034040]; peptidase activity [GO:0008233]; proteolysis [GO:0006508]; transmembrane transport [GO:0055085]
P74702	unreviewed	P74702_SYNY3	Heat shock protein	htpG	Synechocystis sp. (strain PCC 6803 / Kazusa)	658	GO:0005524; GO:0005829; GO:0006457; GO:0006974; GO:0009408; GO:0016887; GO:0051082; GO:0140662	cytosol [GO:0005829]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; unfolded protein binding [GO:0051082]; DNA damage response [GO:0006974]; protein folding [GO:0006457]; response to heat [GO:0009408]
P74731	unreviewed	P74731_SYNY3	Transport permease protein	rfbA	Synechocystis sp. (strain PCC 6803 / Kazusa)	271	GO:0043190; GO:0140359	ATP-binding cassette (ABC) transporter complex [GO:0043190]; ABC-type transporter activity [GO:0140359]
P74732	unreviewed	P74732_SYNY3	Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1)	slr0591	Synechocystis sp. (strain PCC 6803 / Kazusa)	355	GO:0004748; GO:0006260; GO:0009263; GO:0046872	metal ion binding [GO:0046872]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]; deoxyribonucleotide biosynthetic process [GO:0009263]; DNA replication [GO:0006260]
P74779	unreviewed	P74779_SYNY3	GDT1 family protein	ssr1558	Synechocystis sp. (strain PCC 6803 / Kazusa)	92	GO:0016020; GO:0046873	membrane [GO:0016020]; metal ion transmembrane transporter activity [GO:0046873]
P75023	unreviewed	P75023_SYNY3	Carboxyl-terminal protease	ctpB	Synechocystis sp. (strain PCC 6803 / Kazusa)	462	GO:0004175; GO:0006508; GO:0007165; GO:0008236; GO:0030288	outer membrane-bounded periplasmic space [GO:0030288]; endopeptidase activity [GO:0004175]; serine-type peptidase activity [GO:0008236]; proteolysis [GO:0006508]; signal transduction [GO:0007165]
Q55120	unreviewed	Q55120_SYNY3	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	accB	Synechocystis sp. (strain PCC 6803 / Kazusa)	154	GO:0003989; GO:0006633; GO:0009317	acetyl-CoA carboxylase complex [GO:0009317]; acetyl-CoA carboxylase activity [GO:0003989]; fatty acid biosynthetic process [GO:0006633]
Q55136	unreviewed	Q55136_SYNY3	carbonic anhydrase (EC 4.2.1.1)	icfA	Synechocystis sp. (strain PCC 6803 / Kazusa)	263	GO:0004089; GO:0008270; GO:0015976; GO:0030288	outer membrane-bounded periplasmic space [GO:0030288]; carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]; carbon utilization [GO:0015976]
Q55145	unreviewed	Q55145_SYNY3	Chlorophyll a synthase	chlG	Synechocystis sp. (strain PCC 6803 / Kazusa)	324	GO:0004659; GO:0009234; GO:0015995; GO:0016020; GO:0032194; GO:0042371; GO:0046408	membrane [GO:0016020]; chlorophyll synthetase activity [GO:0046408]; prenyltransferase activity [GO:0004659]; chlorophyll biosynthetic process [GO:0015995]; menaquinone biosynthetic process [GO:0009234]; ubiquinone biosynthetic process via 3,4-dihydroxy-5-polyprenylbenzoate [GO:0032194]; vitamin K biosynthetic process [GO:0042371]
Q55160	unreviewed	Q55160_SYNY3	Biotin carboxylase (EC 6.3.4.14) (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A)	accC	Synechocystis sp. (strain PCC 6803 / Kazusa)	448	GO:0003989; GO:0004075; GO:0005524; GO:0006633; GO:0046872; GO:2001295	acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; biotin carboxylase activity [GO:0004075]; metal ion binding [GO:0046872]; fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]
Q55177	unreviewed	Q55177_SYNY3	histidine kinase (EC 2.7.13.3)	slr0484	Synechocystis sp. (strain PCC 6803 / Kazusa)	675	GO:0000155	phosphorelay sensor kinase activity [GO:0000155]
Q55197	unreviewed	Q55197_SYNY3	Phosphate transport system permease protein PstA	pstA	Synechocystis sp. (strain PCC 6803 / Kazusa)	287	GO:0005315; GO:0005886; GO:0035435	plasma membrane [GO:0005886]; inorganic phosphate transmembrane transporter activity [GO:0005315]; phosphate ion transmembrane transport [GO:0035435]
Q55198	unreviewed	Q55198_SYNY3	Phosphate transport system permease protein	pstC	Synechocystis sp. (strain PCC 6803 / Kazusa)	317	GO:0005315; GO:0005886; GO:0006817	plasma membrane [GO:0005886]; inorganic phosphate transmembrane transporter activity [GO:0005315]; phosphate ion transport [GO:0006817]
Q55199	unreviewed	Q55199_SYNY3	Phosphate-binding protein	pstS	Synechocystis sp. (strain PCC 6803 / Kazusa)	383	GO:0035435; GO:0042301; GO:0043190	ATP-binding cassette (ABC) transporter complex [GO:0043190]; phosphate ion binding [GO:0042301]; phosphate ion transmembrane transport [GO:0035435]
Q55365	unreviewed	Q55365_SYNY3	Endoglucanase (EC 3.2.1.4)	slr0897	Synechocystis sp. (strain PCC 6803 / Kazusa)	1070	GO:0008810; GO:0030245; GO:0030247	cellulase activity [GO:0008810]; polysaccharide binding [GO:0030247]; cellulose catabolic process [GO:0030245]
Q55414	unreviewed	Q55414_SYNY3	Slr0829 protein	slr0829	Synechocystis sp. (strain PCC 6803 / Kazusa)	829	GO:0005886; GO:0006355; GO:0007165; GO:0043709; GO:0052621; GO:1902201	plasma membrane [GO:0005886]; diguanylate cyclase activity [GO:0052621]; cell adhesion involved in single-species biofilm formation [GO:0043709]; negative regulation of bacterial-type flagellum-dependent cell motility [GO:1902201]; regulation of DNA-templated transcription [GO:0006355]; signal transduction [GO:0007165]
Q55420	unreviewed	Q55420_SYNY3	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	rfbB	Synechocystis sp. (strain PCC 6803 / Kazusa)	342	GO:0008460; GO:0009225	dTDP-glucose 4,6-dehydratase activity [GO:0008460]; nucleotide-sugar metabolic process [GO:0009225]
Q55431	unreviewed	Q55431_SYNY3	Fumarate reductase iron-sulfur subunit (EC 1.3.5.1)	sdhB	Synechocystis sp. (strain PCC 6803 / Kazusa)	245	GO:0006099; GO:0009055; GO:0009060; GO:0022904; GO:0046872; GO:0051537; GO:0051538; GO:0051539; GO:0102040	2 iron, 2 sulfur cluster binding [GO:0051537]; 3 iron, 4 sulfur cluster binding [GO:0051538]; 4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; fumarate reductase (menaquinone) [GO:0102040]; metal ion binding [GO:0046872]; aerobic respiration [GO:0009060]; respiratory electron transport chain [GO:0022904]; tricarboxylic acid cycle [GO:0006099]
Q55432	unreviewed	Q55432_SYNY3	Sll0822 protein	sll0822	Synechocystis sp. (strain PCC 6803 / Kazusa)	129	GO:0000976; GO:0001217; GO:0032993; GO:0045892	protein-DNA complex [GO:0032993]; DNA-binding transcription repressor activity [GO:0001217]; transcription cis-regulatory region binding [GO:0000976]; negative regulation of DNA-templated transcription [GO:0045892]
Q55443	unreviewed	Q55443_SYNY3	histidine kinase (EC 2.7.13.3)	sll0043	Synechocystis sp. (strain PCC 6803 / Kazusa)	1402	GO:0000155; GO:0005737; GO:0006935	cytoplasm [GO:0005737]; phosphorelay sensor kinase activity [GO:0000155]; chemotaxis [GO:0006935]
